track_id,album_id,artist_id,track,artist
4iNjJNcibSvB1TvpYaBYo9,1Q3kfxbwLoF0wELqi2KrkS,0sihhSAp2JQBQ2oqapkVxV,Arc en ciel 2 (2023 Remix),Logos
5vWbnlmeE7f5tQAvY1tdIe,1Q3kfxbwLoF0wELqi2KrkS,0sihhSAp2JQBQ2oqapkVxV,In una nuova terra? (2023 Remix),Logos
3Q2bZxxz2xEftFV7feGcpN,1Q3kfxbwLoF0wELqi2KrkS,0sihhSAp2JQBQ2oqapkVxV,Un giorno (2023 Remix),Logos
0kVMF0D8RSi2cTowFIwdo5,7A0JcNzfXqrWXFoFv7TAsC,2hGh5VOeeqimQFxqXvfCUf,Joy - Alternate Version,John Coltrane
385oFBmR10KopjBQHFggC2,7A0JcNzfXqrWXFoFv7TAsC,2hGh5VOeeqimQFxqXvfCUf,Serenity,John Coltrane
5wwPIQBoHAgFWRRShl1RKi,7A0JcNzfXqrWXFoFv7TAsC,2hGh5VOeeqimQFxqXvfCUf,Consequences,John Coltrane
3ZWmBEx63Z1okrvMnFP6Xd,7A0JcNzfXqrWXFoFv7TAsC,2hGh5VOeeqimQFxqXvfCUf,Joy,John Coltrane
723HjkXO2WcxvlS0lMGLtj,7A0JcNzfXqrWXFoFv7TAsC,2hGh5VOeeqimQFxqXvfCUf,Compassion,John Coltrane
6yhGgwT0IxUt5yG19GDKn0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,In Principio,Logos
6fdLlJJC7D4wkeRVAXR6tK,012Zmc4xCOiJaR4wlnbtWg,2hGh5VOeeqimQFxqXvfCUf,Straight Street - Rudy Van Gelder Remaster,John Coltrane
3aEshDcbhyoOtsxbP0RYoQ,2h8x8HL7N3grURq1OM77ja,2hGh5VOeeqimQFxqXvfCUf,Satellite,John Coltrane
1Rw4pwzS1yBPlncFAuIGlU,012Zmc4xCOiJaR4wlnbtWg,2hGh5VOeeqimQFxqXvfCUf,Violets For Your Furs - Rudy Van Gelder Remaster,John Coltrane
7aubHMiL85lZyppYOOwbwu,4jTDjHLMFCHWrjuP1qmCf4,2hGh5VOeeqimQFxqXvfCUf,Countdown - 2020 Remaster,John Coltrane
6yEiLheybRkNWSgyp7HyBg,1rYvimVGwIQgc5IhBwLBuX,2hGh5VOeeqimQFxqXvfCUf,Little Old Lady,John Coltrane
28DkOS1AxI9H9VT5YHRtyz,1q3rQgShuowlnUcfKFxESq,2hGh5VOeeqimQFxqXvfCUf,Just Friends - 1991 Digital Remaster,John Coltrane
1Rph9i0FWKDa9Aq9H4iiMx,1rYvimVGwIQgc5IhBwLBuX,2hGh5VOeeqimQFxqXvfCUf,I'll Wait and Pray,John Coltrane
3WUVwdYEPeVyYWjNfCp0KQ,5vhyzhJXAtm6UbZNlWo5Wa,2hGh5VOeeqimQFxqXvfCUf,"A Love Supreme, Pt. IV - Psalm - Live",John Coltrane
1ZXu0ib26kWfQQngREMcU2,4jTDjHLMFCHWrjuP1qmCf4,2hGh5VOeeqimQFxqXvfCUf,Giant Steps - 2020 Remaster,John Coltrane
6s7KltAhCgNfFjbWhyy6TB,0UGH5jouKIQ0iSt7e96PWu,7nQZVqkaUxa3A62UJSisSB,Danza ferma,La coscienza di Zeno
15t5z0X7ZxIIOeEgVt1xvN,6D8Apauuemk0IFU035OsJv,2KUvztaZ23NwLaNMD2qElz,Anarchie,Hamid Baroudi
4qBrevf1tDMbZ7hwv7h4pP,6D8Apauuemk0IFU035OsJv,2KUvztaZ23NwLaNMD2qElz,Columbus,Hamid Baroudi
3vKUkDHZJoF0zvtLXGrnOn,6D8Apauuemk0IFU035OsJv,2KUvztaZ23NwLaNMD2qElz,Casablanca Exile,Hamid Baroudi
24sjFrL5FkQNEE0uqudGnu,6D8Apauuemk0IFU035OsJv,2KUvztaZ23NwLaNMD2qElz,Lila,Hamid Baroudi
55ohhYGtGf5W7zLwgGhhaf,6D8Apauuemk0IFU035OsJv,2KUvztaZ23NwLaNMD2qElz,Tell Me,Hamid Baroudi
1VsdYbLRYwwB5DzcXj09Rm,6D8Apauuemk0IFU035OsJv,2KUvztaZ23NwLaNMD2qElz,Alone,Hamid Baroudi
2NUtG54By5uLZ56lIh75vu,6D8Apauuemk0IFU035OsJv,2KUvztaZ23NwLaNMD2qElz,Trance Dance,Hamid Baroudi
2er9twDVl0pCNCKCGkLrsC,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,Mr. Green Genes,Frank Zappa
0YYDUF3wSk2pLE7MNQfQiY,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,"Ian Underwood Whips It Out - Live At The Falkoner Theater, Copenhagen/1967",Frank Zappa
71a0D0DG3RSzQ7FDeGQpHG,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,A Pound For A Brown On The Bus,Frank Zappa
4DRVgWT62NDHQ8AP5p8FTq,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,God Bless America - Live At The Whisky A Go Go/1968,Frank Zappa
4s3OIQuwM9AQrTzb2XZk2W,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,Prelude To King Kong,Frank Zappa
2irnmo7f12pCnvmV4g0uBq,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,Electric Aunt Jemima,Frank Zappa
0AckKVi9WU1GpG3ETIJOUV,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,The Uncle Meat Variations,Frank Zappa
1yiMahUkIYajCezMNqBSeL,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,Our Bizarre Relationship,Frank Zappa
67tdrEOSUnbYdxH6r8bydi,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,Sleeping In A Jar,Frank Zappa
7r8cVU121onGE7FI0vgu36,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,The Dog Breath Variations,Frank Zappa
1aeiv0bswIlRRg2SbizBOg,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,"Louie Louie - Live At The Royal Albert Hall, London/1967",Frank Zappa
0ygeVS3wWBGhOOGfLRrN03,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,The Legend Of The Golden Arches,Frank Zappa
3qJ3cj6IE3b0Q1wYRlq3ex,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,"Dog Breath, In The Year Of The Plague",Frank Zappa
2Hf52vDexWN9TxRrZjqwJA,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,Zolar Czakl,Frank Zappa
2im7cuv2QD5FqlU4a7ePIN,37i2cYpaPCjBVKQX8xszqv,2hGh5VOeeqimQFxqXvfCUf,Mr. Day,John Coltrane
50LULZyx2xFDsjLxGtovk1,37i2cYpaPCjBVKQX8xszqv,2hGh5VOeeqimQFxqXvfCUf,Blues to You,John Coltrane
6zrp0962R5OrwvXgnfVo9n,37i2cYpaPCjBVKQX8xszqv,2hGh5VOeeqimQFxqXvfCUf,Blues to Bechet,John Coltrane
6zsXduqHYbAAy318vQqNTA,37i2cYpaPCjBVKQX8xszqv,2hGh5VOeeqimQFxqXvfCUf,Blues to Elvin,John Coltrane
3lrcl8bNSUkHMjHEtP5yC1,5e3mq4TT4RLn4VXfgKV6MU,2hGh5VOeeqimQFxqXvfCUf,Autumn Serenade,John Coltrane
4bA0Y5vHsRx2RH59lGkryb,5e3mq4TT4RLn4VXfgKV6MU,2hGh5VOeeqimQFxqXvfCUf,You Are Too Beautiful,John Coltrane
0Srs2sPdZTfFvvfLP4DGa0,5e3mq4TT4RLn4VXfgKV6MU,2hGh5VOeeqimQFxqXvfCUf,Lush Life,John Coltrane
0uPkCpuoERqrkBL06Art50,5e3mq4TT4RLn4VXfgKV6MU,2hGh5VOeeqimQFxqXvfCUf,My One And Only Love,John Coltrane
7981FAW8DbDs1ueK4Ha8R2,5e3mq4TT4RLn4VXfgKV6MU,2hGh5VOeeqimQFxqXvfCUf,Dedicated To You,John Coltrane
6x8XKDM8Rnid4TyOUg9kj3,5e3mq4TT4RLn4VXfgKV6MU,2hGh5VOeeqimQFxqXvfCUf,They Say It's Wonderful,John Coltrane
41EvbXoWfHRqnmEEFmFGU0,6Ws5YQCEOfwmpTK01EALgv,4lianjyuR1tqf6oUX8kjrZ,Segunda - Feira,Franco Battiato
2ze0pFNOCrhSh6QtDHs0Hi,7hhiiSTYqeVkfqTty5c1H5,7nQZVqkaUxa3A62UJSisSB,Un Insolito Baratto Alchemico,La coscienza di Zeno
3QXpBHYp3LGIS2ICmmwaZ5,7hhiiSTYqeVkfqTty5c1H5,7nQZVqkaUxa3A62UJSisSB,Il Basilisco,La coscienza di Zeno
6XhpfB3Fr3zmMPMq3hEx9W,7hhiiSTYqeVkfqTty5c1H5,7nQZVqkaUxa3A62UJSisSB,Il Fattore Precipitante,La coscienza di Zeno
0cRS20oEnM1Hv2wZRooluJ,7hhiiSTYqeVkfqTty5c1H5,7nQZVqkaUxa3A62UJSisSB,"Nei Cerchi Del Legno (I. Pinocchio, Ii, V.i.t.r.i.o.l., Iii. L'eterna Spirale Del Destino, Iv. Radici Di Una Coscienza)",La coscienza di Zeno
5fKLpK1vFVlMR1EYDuYx6s,7hhiiSTYqeVkfqTty5c1H5,7nQZVqkaUxa3A62UJSisSB,Gatto Lupesco,La coscienza di Zeno
282KaxSCMolEUYZoQYfb1N,7lRcWdFIW2mrDOu0igcfR0,6ra4GIOgCZQZMOaUECftGN,We Can Shoot You,Frank Zappa
